state_fips,poly_id,vert_ord,longitude,latitude
27,82,77,-94.640803,48.741171
27,82,78,-94.6299473575678,48.7392796186246
27,82,79,-94.61901,48.737374
27,82,80,-94.610539,48.731893
27,82,81,-94.6100397894606,48.7317001318757
27,82,82,-94.6100364961049,48.7316988595
27,82,83,-94.601384,48.728356
27,82,84,-94.6006110855836,48.7277780965459
27,82,85,-94.5991915991378,48.7267167550797
27,82,86,-94.595855,48.724222
27,82,87,-94.5924442240305,48.7208880846012
27,82,88,-94.591018,48.719494
27,82,89,-94.5905846209346,48.7192816801115
27,82,90,-94.5902149704082,48.7191005819347
27,82,91,-94.58715,48.717599
27,82,92,-94.568368,48.715522
27,82,93,-94.555835,48.716207
27,82,94,-94.5506914177622,48.7150256333435
27,82,95,-94.549069,48.714653
27,82,96,-94.545514,48.712185
27,82,97,-94.538372,48.70284
27,82,98,-94.533057,48.701262
27,82,99,-94.5246,48.701556
27,82,100,-94.508862,48.700362
27,82,101,-94.500203,48.698175
27,82,102,-94.486503,48.698054
27,82,103,-94.472938,48.696849
27,82,104,-94.464481,48.695503
27,82,105,-94.452332,48.692444
27,82,106,-94.446604,48.6929
27,82,107,-94.438701,48.694889
27,82,108,-94.4302734461975,48.7009710454846
27,82,109,-94.424203,48.705352
27,82,110,-94.421405,48.708756
27,82,111,-94.418919,48.710172
27,82,112,-94.416191,48.710948
27,82,113,-94.406318,48.710535
27,82,114,-94.388848,48.711945
27,82,115,-94.384221,48.711806
27,82,116,-94.378216,48.710272
27,82,117,-94.368583,48.706434
27,82,118,-94.353046,48.704132
27,82,119,-94.342758,48.703382
27,82,120,-94.328434,48.704481
27,82,121,-94.308446,48.710239
27,82,122,-94.2989579994043,48.7089038541711
27,82,123,-94.290737,48.707747
27,82,124,-94.2824731705187,48.7054434806412
27,82,125,-94.281797,48.705255
27,82,126,-94.274345,48.699882
27,82,127,-94.264473,48.698919
27,82,128,-94.260541,48.696381
27,82,129,-94.25813,48.691834
27,82,130,-94.252753,48.686325
27,82,131,-94.251169,48.683514
27,82,132,-94.250623,48.678236
27,82,133,-94.254643,48.663888
27,82,134,-94.254577,48.661375
27,82,135,-94.250497,48.656654
27,82,136,-94.250191,48.656323
27,82,137,-94.246841,48.654224
27,82,138,-94.244394,48.653442
27,82,139,-94.233575,48.652336
27,82,140,-94.224276,48.649527
27,82,141,-94.214448,48.649382
27,82,142,-94.199517,48.650996
27,82,143,-94.188581,48.650402
27,82,144,-94.1690029995014,48.64824481525
27,82,145,-94.1690012108118,48.6482446181648
27,82,146,-94.167725,48.648104
27,82,147,-94.157387,48.645766
27,82,148,-94.138682,48.645714
27,82,149,-94.126336,48.644447
27,82,150,-94.110031,48.644192
27,82,151,-94.099898,48.645863
27,82,152,-94.091244,48.643669
27,82,153,-94.076675,48.644203
27,82,154,-94.071357,48.645895
27,82,155,-94.065775,48.646104
27,82,156,-94.064243,48.643717
27,82,157,-94.060267,48.643115
27,82,158,-94.052452,48.64402
27,82,159,-94.043187,48.643416
27,82,160,-94.035616,48.641018
27,82,161,-94.029491,48.640861
27,82,162,-94.006933,48.643193
27,82,163,-94.000675,48.642777
27,82,164,-93.990082,48.639738
27,82,165,-93.976535,48.637573
27,82,166,-93.963375,48.637151
27,82,167,-93.960632,48.636496
27,82,168,-93.954413,48.633744
27,82,169,-93.944221,48.632294
27,82,170,-93.927004,48.63122
27,82,171,-93.916649,48.632156
27,82,172,-93.915494,48.632667
27,82,173,-93.914357,48.63432
27,82,174,-93.91153,48.634673
27,82,175,-93.886934,48.630779
27,82,176,-93.88075208908,48.6306615443927
27,82,177,-93.851618,48.630108
27,82,178,-93.844008,48.629395
27,82,179,-93.840754,48.628548
27,82,180,-93.837392,48.627098
27,82,181,-93.834323,48.624954
27,82,182,-93.827959,48.613001
27,82,183,-93.824144,48.610724
27,82,184,-93.822644,48.609067
27,82,185,-93.8207176068722,48.6050961034943
27,82,186,-93.820067,48.603755
27,82,187,-93.8198937605673,48.6028109625235
27,82,188,-93.818518,48.595314
27,82,189,-93.812037,48.584944
27,82,190,-93.807984,48.580297
27,82,191,-93.806763,48.577616
27,82,192,-93.80527,48.570299
27,82,193,-93.805369,48.568393
27,82,194,-93.806748,48.561779
27,82,195,-93.808973,48.555897
27,82,196,-93.812098,48.550664
27,82,197,-93.812278,48.549111
27,82,198,-93.811303,48.545543
27,82,199,-93.811201,48.542385
27,82,200,-93.812223,48.540509
27,82,201,-93.817572,48.535833
27,82,202,-93.818375,48.534442
27,82,203,-93.818853,48.532669
27,82,204,-93.818253,48.530046
27,82,205,-93.815178,48.526508
27,82,206,-93.812149,48.524778
27,82,207,-93.80152,48.520551
27,82,208,-93.797436,48.518356
27,82,209,-93.794454,48.516021
27,82,210,-93.784657,48.51549
27,82,211,-93.771741,48.515825
27,82,212,-93.763176,48.516118
27,82,213,-93.756483,48.515366
27,82,214,-93.752942,48.51512
27,82,215,-93.7427625654019,48.517162490391
27,82,216,-93.741843,48.517347
27,82,217,-93.7410866597345,48.5173975058215
27,82,218,-93.7352824960409,48.5177850880632
27,82,219,-93.732139,48.517995
27,82,220,-93.727729524768,48.5176478300621
27,82,221,-93.72368,48.517329
27,82,222,-93.7199832401245,48.517507059032
27,82,223,-93.718165514837,48.5175946120288
27,82,224,-93.7138445419902,48.5178027370541
27,82,225,-93.7107702587387,48.5179508137262
27,82,226,-93.709147,48.518029
27,82,227,-93.7077642393908,48.5178210180398
27,82,228,-93.7054165696887,48.5174679034491
27,82,229,-93.703303,48.51715
27,82,230,-93.694676,48.514774
27,82,231,-93.690901,48.514588
27,82,232,-93.674568,48.516297
27,82,233,-93.656652,48.515731
27,82,234,-93.645397,48.517281
27,82,235,-93.643091,48.518294
27,82,236,-93.64144,48.519238
27,82,237,-93.638199,48.522533
27,82,238,-93.635476,48.527702
27,82,239,-93.632327,48.530092
27,82,240,-93.628865,48.53121
27,82,241,-93.626447,48.530985
27,82,242,-93.622333,48.52651
27,82,243,-93.618321,48.52397
27,82,244,-93.612844,48.521876
27,82,245,-93.610618,48.521661
27,82,246,-93.6090013453716,48.521937138775
27,82,247,-93.6072924028773,48.5222290411261
27,82,248,-93.60587,48.522472
27,82,249,-93.603752,48.523326
27,82,250,-93.598212,48.527154
27,82,251,-93.594379,48.528793
27,82,252,-93.587957,48.528881
27,82,253,-93.580711,48.526667
27,82,254,-93.578333,48.52652
27,82,255,-93.562062,48.528897
27,82,256,-93.547191,48.528684
27,82,257,-93.540369,48.529877
27,82,258,-93.532087,48.532453
27,82,259,-93.518691,48.533997
27,82,260,-93.515457,48.534792
27,82,261,-93.500153,48.541202
27,82,262,-93.4829233255791,48.5429948748032
27,82,263,-93.4823992431304,48.5430494094505
27,82,264,-93.481471,48.543146
27,82,265,-93.467504,48.545664
27,82,266,-93.465392,48.546668
27,82,267,-93.460798,48.550552
27,82,268,-93.458246,48.555291
27,82,269,-93.456675,48.561834
27,82,270,-93.4569871433142,48.5663478783838
27,82,271,-93.457046,48.567199
27,82,272,-93.4573890869173,48.5676992404977
27,82,273,-93.461731,48.57403
27,82,274,-93.466007,48.587291
27,82,275,-93.4654916249823,48.589439246361
27,82,276,-93.465199,48.590659
27,82,277,-93.464308,48.591792
27,82,278,-93.452175743754,48.5925383400836
27,82,279,-93.438494,48.59338
27,82,280,-93.434141,48.595138
27,82,281,-93.4312311023796,48.5974602114332
27,82,282,-93.4300561541147,48.5983978658286
27,82,283,-93.428328,48.599777
27,82,284,-93.425483,48.6013
27,82,285,-93.4147064774472,48.6053493086838
27,82,286,-93.414026,48.605605
27,82,287,-93.40856,48.608415
27,82,288,-93.405269,48.609344
27,82,289,-93.404205,48.609351
27,82,290,-93.40366,48.607593
27,82,291,-93.4023942620687,48.606596832375
27,82,292,-93.398974,48.603905
27,82,293,-93.395022,48.603303
27,82,294,-93.3943620964282,48.6034116207752
27,82,295,-93.3939400489154,48.6034810902097
27,82,296,-93.383807,48.605149
27,82,297,-93.371156,48.605085
27,82,298,-93.367666,48.60702
27,82,299,-93.367025,48.608283
27,82,300,-93.362132,48.613832
27,82,301,-93.35641,48.611778
27,82,302,-93.35541,48.611595
27,82,303,-93.354135,48.61235
27,82,304,-93.35324,48.613378
27,82,305,-93.3531655112116,48.6150802878998
27,82,306,-93.353138,48.615709
27,82,307,-93.3528133594818,48.6164498195452
27,82,308,-93.349095,48.624935
27,82,309,-93.348183,48.626414
27,82,310,-93.347528,48.62662
27,82,311,-93.254854,48.642784
27,82,312,-93.207398,48.642474
27,82,313,-93.184091,48.628375
27,82,314,-93.17999,48.624926
27,82,315,-93.178095,48.623339
27,82,316,-93.1758241242146,48.623439892449
27,82,317,-93.175801958944,48.623440877227
27,82,318,-93.14242,48.624924
27,82,319,-93.088438,48.627597
27,82,320,-92.984963,48.623731
27,82,321,-92.954876,48.631493
27,82,322,-92.95012,48.630419
27,82,323,-92.949839,48.608269
27,82,324,-92.929614,48.606874
27,82,325,-92.909947,48.596313
27,82,326,-92.894687,48.594915
27,82,327,-92.728046,48.53929
27,82,328,-92.657881,48.546263
27,82,329,-92.634931,48.542873
27,82,330,-92.627833,48.522167
27,82,331,-92.625739,48.518189
27,82,332,-92.625541,48.517549
27,82,333,-92.626639,48.514374
27,82,334,-92.626365,48.51362
27,82,335,-92.625151,48.513048
27,82,336,-92.625374,48.512916
27,82,337,-92.631117,48.508252
27,82,338,-92.631137,48.508077
27,82,339,-92.631463,48.50679
27,82,340,-92.629126,48.505303
27,82,341,-92.627237,48.503383
27,82,342,-92.630644,48.500917
27,82,343,-92.636696,48.499428
27,82,344,-92.647114,48.499905
27,82,345,-92.654039,48.501635
27,82,346,-92.661418,48.496557
27,82,347,-92.684866,48.497611
27,82,348,-92.698824,48.494892
27,82,349,-92.701298,48.484586
27,82,350,-92.709267,48.473091
27,82,351,-92.708647,48.470349
27,82,352,-92.712562,48.463013
27,82,353,-92.687998,48.443889
27,82,354,-92.663271,48.440184
27,82,355,-92.656027,48.436709
27,82,356,-92.575636,48.440827
27,82,357,-92.537202,48.447703
27,82,358,-92.51491,48.448313
27,82,359,-92.507285,48.447875
27,82,360,-92.492078,48.433709
27,82,361,-92.48919,48.430328
27,82,362,-92.484074,48.42953
27,82,363,-92.482082,48.428662
27,82,364,-92.480844,48.426583
27,82,365,-92.481152,48.425349
27,82,366,-92.475585,48.418793
27,82,367,-92.456325,48.414204
27,82,368,-92.456389,48.401134
27,82,369,-92.47675,48.37176
27,82,370,-92.469948,48.351836
27,82,371,-92.4584524118849,48.3360517521126
27,82,372,-92.4584519791442,48.3360511579293
27,82,373,-92.453691,48.329514
27,82,374,-92.441286,48.315597
27,82,375,-92.4381616705868,48.3103991124642
27,82,376,-92.437825,48.309839
27,82,377,-92.4370939110631,48.3092392609477
27,82,378,-92.432003,48.305063
27,82,379,-92.428919,48.305771
27,82,380,-92.426077,48.304491
27,82,381,-92.416285,48.295463
27,82,382,-92.406706,48.279351
27,82,383,-92.397645,48.265546
27,82,384,-92.393781,48.260562
27,82,385,-92.389305,48.253316
27,82,386,-92.387049,48.249268
27,82,387,-92.388112,48.246732
27,82,388,-92.387191,48.244606
27,82,389,-92.386438,48.244194
27,82,390,-92.383906,48.244696
27,82,391,-92.384387,48.242914
27,82,392,-92.384355,48.24072
27,82,393,-92.383161,48.238367
27,82,394,-92.378922,48.235782
27,82,395,-92.378343,48.233383
27,82,396,-92.378449,48.230801
27,82,397,-92.377903,48.229635
27,82,398,-92.372802,48.223717
27,82,399,-92.369174,48.220268
27,82,400,-92.362097,48.222876
27,82,401,-92.353177,48.230328
27,82,402,-92.349177,48.231404
27,82,403,-92.341207,48.23248
27,82,404,-92.33943,48.234537
27,82,405,-92.336831,48.235383
27,82,406,-92.335394,48.2352
27,82,407,-92.333649,48.233898
27,82,408,-92.332247,48.233876
27,82,409,-92.325304,48.23703
27,82,410,-92.321746,48.237304
27,82,411,-92.314665,48.240527
27,82,412,-92.280727,48.244269
27,82,413,-92.269742,48.248241
27,82,414,-92.273706,48.256747
27,82,415,-92.290368,48.265527
27,82,416,-92.294541,48.27156
27,82,417,-92.292999,48.276404
27,82,418,-92.295053,48.276587
27,82,419,-92.295668,48.278118
27,82,420,-92.301451,48.288608
27,82,421,-92.294527,48.306454
27,82,422,-92.306309,48.316442
27,82,423,-92.304561,48.322977
27,82,424,-92.295412,48.323957
27,82,425,-92.288994,48.342991
27,82,426,-92.26228,48.354933
27,82,427,-92.222813,48.349203
27,82,428,-92.219658,48.34813
27,82,429,-92.216983,48.345114
27,82,430,-92.206803,48.345596
27,82,431,-92.2070086666667,48.3468906666667
27,82,432,-92.207729,48.347812
27,82,433,-92.203684,48.352063
27,82,434,-92.194874,48.350396
27,82,435,-92.194188,48.348728
27,82,436,-92.193571,48.348613
27,82,437,-92.178418,48.351881
27,82,438,-92.178897,48.355285
27,82,439,-92.177354,48.357228
27,82,440,-92.162161,48.363279
27,82,441,-92.145049,48.365651
27,82,442,-92.143583,48.356121
27,82,443,-92.092256,48.354617
27,82,444,-92.083513,48.353865
27,82,445,-92.077961,48.358253
27,82,446,-92.066269,48.359602
27,82,447,-92.055228,48.359213
27,82,448,-92.048648,48.348861
27,82,449,-92.045734,48.347901
27,82,450,-92.045152,48.345776
27,82,451,-92.047655,48.343766
27,82,452,-92.046562,48.33474
27,82,453,-92.037721,48.333183
27,82,454,-92.030872,48.325824
27,82,455,-92.000133,48.321355
27,82,456,-92.01298,48.297391
27,82,457,-92.012066,48.287268
27,82,458,-92.007246,48.280388
27,82,459,-92.006577,48.265421
27,82,460,-91.989545,48.260214
27,82,461,-91.980772,48.247801
27,82,462,-91.977555,48.24714
27,82,463,-91.977486,48.24634
27,82,464,-91.977725,48.245723
27,82,465,-91.976903,48.244626
27,82,466,-91.975809,48.244535
27,82,467,-91.971056,48.247667
27,82,468,-91.970371,48.249358
27,82,469,-91.972565,48.250396
27,82,470,-91.971779,48.252977
27,82,471,-91.97024,48.253594
27,82,472,-91.959565,48.253551
27,82,473,-91.954432,48.251678
27,82,474,-91.954397,48.251199
27,82,475,-91.953805679036,48.2494123981399
27,82,476,-91.9532490411636,48.2486702157483
27,82,477,-91.9520948789433,48.24713133577
27,82,478,-91.952208934051,48.2443940573897
27,82,479,-91.9528317162832,48.2441994376593
27,82,480,-91.957683486391,48.242683257297
27,82,481,-91.9577593186905,48.2405599881811
27,82,482,-91.9577975414987,48.2394897673268
27,82,483,-91.9584354587882,48.2380012895308
27,82,484,-91.9591661762685,48.2362962773567
27,82,485,-91.957809896286,48.2330185919716
27,82,486,-91.9577975414987,48.2329887344891
27,82,487,-91.953398,48.232978
27,82,488,-91.9512965064508,48.2326465757966
27,82,489,-91.945155,48.230442
27,82,490,-91.941838,48.230602
27,82,491,-91.940709,48.232019
27,82,492,-91.937356,48.234213
27,82,493,-91.929045,48.235834
27,82,494,-91.920802,48.236747
27,82,495,-91.9175076511887,48.2381380928182
27,82,496,-91.9165747782124,48.238532013733
27,82,497,-91.915772,48.238871
27,82,498,-91.9154190792838,48.2388412985379
27,82,499,-91.907597,48.238183
27,82,500,-91.906967,48.23777
27,82,501,-91.905991,48.237132
27,82,502,-91.903767,48.23704
27,82,503,-91.89347,48.237699
27,82,504,-91.884691,48.227321
27,82,505,-91.867882,48.219095
27,82,506,-91.864382,48.207031
27,82,507,-91.845821,48.208636
27,82,508,-91.839463,48.209643
27,82,509,-91.834404,48.209804
27,82,510,-91.831975,48.209302
27,82,511,-91.815772,48.211748
27,82,512,-91.814473,48.208664
27,82,513,-91.809038,48.206013
27,82,514,-91.7982520077874,48.2028577595685
27,82,515,-91.798099,48.202813
27,82,516,-91.7967202457636,48.2027426263142
27,82,517,-91.79181,48.202492
27,82,518,-91.7917502011183,48.2023650315277
27,82,519,-91.789011,48.196549
27,82,520,-91.78614,48.196412
27,82,521,-91.781182,48.200432
27,82,522,-91.764672,48.200586
27,82,523,-91.763236,48.201499
27,82,524,-91.760874,48.204789
27,82,525,-91.7566371582653,48.2050217393168
27,82,526,-91.753939,48.201198
27,82,527,-91.749075,48.198844
27,82,528,-91.744973,48.198458
27,82,529,-91.741932,48.199122
27,82,530,-91.742313,48.204491
27,82,531,-91.738861,48.204173
27,82,532,-91.7150749566218,48.1991603373691
27,82,533,-91.714931,48.19913
27,82,534,-91.714715567499,48.1988745279135
27,82,535,-91.710519,48.193898
27,82,536,-91.711611,48.1891
27,82,537,-91.71243,48.1875
27,82,538,-91.721413,48.180255
27,82,539,-91.722574,48.178335
27,82,540,-91.724584,48.170657
27,82,541,-91.723285,48.169263
27,82,542,-91.717548,48.171801
27,82,543,-91.709383,48.172717
27,82,544,-91.705318,48.170775
27,82,545,-91.705109,48.159716
27,82,546,-91.70726,48.153661
27,82,547,-91.708523,48.152701
27,82,548,-91.703569,48.14539
27,82,549,-91.701691,48.144773
27,82,550,-91.699336,48.144728
27,82,551,-91.698448,48.143791
27,82,552,-91.698174,48.141643
27,82,553,-91.699981,48.13184
27,82,554,-91.704143,48.124894
27,82,555,-91.708099,48.122985
27,82,556,-91.712226,48.116883
27,82,557,-91.712498,48.115718
27,82,558,-91.711986,48.114713
27,82,559,-91.7119105236927,48.1147026088516
27,82,560,-91.703524,48.113548
27,82,561,-91.692843,48.11636
27,82,562,-91.691512,48.117617
27,82,563,-91.692366,48.11933
27,82,564,-91.682845,48.122118
27,82,565,-91.683801,48.117731
27,82,566,-91.687623,48.111698
27,82,567,-91.680902,48.108111
27,82,568,-91.676876,48.107264
27,82,569,-91.671519,48.10836
27,82,570,-91.667527,48.108359
27,82,571,-91.665208,48.107011
27,82,572,-91.663092,48.108861
27,82,573,-91.662647,48.111489
27,82,574,-91.653261,48.114137
27,82,575,-91.652204,48.113725
27,82,576,-91.651624,48.112742
27,82,577,-91.653571,48.109567
27,82,578,-91.640175,48.096926
27,82,579,-91.615255,48.101906
27,82,580,-91.588953,48.102166
27,82,581,-91.575853,48.106509
27,82,582,-91.559272,48.108268
27,82,583,-91.552962,48.103012
27,82,584,-91.569746,48.093348
27,82,585,-91.575471,48.066294
27,82,586,-91.573015,48.057292
27,82,587,-91.575672,48.048791
27,82,588,-91.567254,48.043719
27,82,589,-91.542512,48.053268
27,82,590,-91.488646,48.068065
27,82,591,-91.465499,48.06677
27,82,592,-91.45033,48.068806
27,82,593,-91.44658,48.06739
27,82,594,-91.447125,48.063186
27,82,595,-91.438093,48.052104
27,82,596,-91.438877,48.049979
27,82,597,-91.437582,48.049248
27,82,598,-91.429642,48.048608
27,82,599,-91.413862,48.053518
27,82,600,-91.391128,48.057075
27,82,601,-91.379463,48.065295
27,82,602,-91.370872,48.06941
27,82,603,-91.365143,48.066968
27,82,604,-91.350521,48.07168
27,82,605,-91.340159,48.073236
27,82,606,-91.336715,48.070884
27,82,607,-91.336578,48.069627
27,82,608,-91.332589,48.069331
27,82,609,-91.330033,48.069811
27,82,610,-91.328738,48.070588
27,82,611,-91.327886,48.071388
27,82,612,-91.324784,48.072599
27,82,613,-91.314693,48.073422
27,82,614,-91.311829,48.072942
27,82,615,-91.302625,48.073033
27,82,616,-91.290215,48.073945
27,82,617,-91.275961,48.078488
27,82,618,-91.26638,48.078713
27,82,619,-91.250112,48.084087
27,82,620,-91.234932,48.095923
27,82,621,-91.226203,48.099671
27,82,622,-91.214428,48.10294
27,82,623,-91.190461,48.124891
27,82,624,-91.183207,48.122235
27,82,625,-91.176181,48.125811
27,82,626,-91.156107,48.140475
27,82,627,-91.137733,48.14915
27,82,628,-91.138311,48.151024
27,82,629,-91.138482,48.151458
27,82,630,-91.139401660865,48.1531863722697
27,82,631,-91.139401660865,48.1547378429753
27,82,632,-91.13858,48.155844
27,82,633,-91.120047,48.160412
27,82,634,-91.117965,48.162081
27,82,635,-91.114862,48.166057
27,82,636,-91.108887,48.168436
27,82,637,-91.097892,48.171157
27,82,638,-91.092258,48.173101
27,82,639,-91.088708,48.177351
27,82,640,-91.082731,48.180756
27,82,641,-91.08116,48.180414
27,82,642,-91.080408,48.179272
27,82,643,-91.07566,48.179204
27,82,644,-91.065549,48.181215
27,82,645,-91.062918,48.185213
27,82,646,-91.056562,48.187566
27,82,647,-91.043613,48.189163
27,82,648,-91.035858,48.189436
27,82,649,-91.03555,48.189459
27,82,650,-91.0348,48.188956
27,82,651,-91.031761000221,48.1884789972318
27,82,652,-91.031589,48.188452
27,82,653,-91.024208,48.190072
27,82,654,-91.022667,48.19247
27,82,655,-91.012411,48.198062
27,82,656,-91.003353,48.200183
27,82,657,-91.004239,48.202628
27,82,658,-90.976955,48.219452
27,82,659,-90.925092,48.229897
27,82,660,-90.914971,48.230603
27,82,661,-90.906829,48.237339
27,82,662,-90.898863041971,48.2404900850885
27,82,663,-90.88548,48.245784
27,82,664,-90.881451,48.240459
27,82,665,-90.875107,48.237784
27,82,666,-90.867079,48.238177
27,82,667,-90.847352,48.244443
27,82,668,-90.843624,48.243576
27,82,669,-90.839176,48.239511
27,82,670,-90.837772,48.234714
27,82,671,-90.83982,48.228294
27,82,672,-90.839615,48.2277
27,82,673,-90.8377,48.226512
27,82,674,-90.837323,48.225621
27,82,675,-90.834854,48.202161
27,82,676,-90.834166,48.18866
27,82,677,-90.836313,48.176963
27,82,678,-90.832589,48.173765
27,82,679,-90.826135,48.177147
27,82,680,-90.825418,48.181237
27,82,681,-90.825726,48.183567
27,82,682,-90.821115,48.184709
27,82,683,-90.819304,48.182699
27,82,684,-90.817698,48.179569
27,82,685,-90.810628,48.179661
27,82,686,-90.804207,48.177833
27,82,687,-90.800693,48.163235
27,82,688,-90.796596,48.159373
27,82,689,-90.785874,48.160902
27,82,690,-90.78338,48.163939
27,82,691,-90.781263,48.164693
27,82,692,-90.777917,48.163801
27,82,693,-90.776279,48.161927
27,82,694,-90.777512,48.156696
27,82,695,-90.778031,48.148723
27,82,696,-90.785781,48.145504
27,82,697,-90.796809,48.139521
27,82,698,-90.79797,48.136894
27,82,699,-90.795308,48.135523
27,82,700,-90.793841,48.135569
27,82,701,-90.7903118883333,48.1357881876206
27,82,702,-90.7881006389317,48.1350805871265
27,82,703,-90.7873045905183,48.1341960873659
27,82,704,-90.7873045905183,48.1336653895663
27,82,705,-90.787563,48.132872
27,82,706,-90.789919,48.129902
27,82,707,-90.787122,48.127709
27,82,708,-90.783471,48.126885
27,82,709,-90.776814,48.124103
27,82,710,-90.776133,48.122481
27,82,711,-90.775962,48.122229
27,82,712,-90.774225,48.118894
27,82,713,-90.774191,48.118575
27,82,714,-90.772998,48.117523
27,82,715,-90.76911,48.116585
27,82,716,-90.767615,48.110302
27,82,717,-90.761555,48.100133
27,82,718,-90.761625,48.098283
27,82,719,-90.751608,48.090968
27,82,720,-90.74152,48.094583
27,82,721,-90.703702,48.096009
27,82,722,-90.686617,48.10051
27,82,723,-90.641596,48.103515
27,82,724,-90.626886,48.111846
27,82,725,-90.62035,48.111895
27,82,726,-90.616154,48.112491
27,82,727,-90.606402,48.115966
27,82,728,-90.59146,48.117546
27,82,729,-90.590574,48.119762
27,82,730,-90.582217,48.123784
27,82,731,-90.579897,48.123922
27,82,732,-90.577065,48.121272
27,82,733,-90.575905,48.120907
27,82,734,-90.570481,48.121501
27,82,735,-90.566113,48.12262
27,82,736,-90.55929,48.121683
27,82,737,-90.555845,48.117069
27,82,738,-90.569763,48.106951
27,82,739,-90.567482,48.101178
27,82,740,-90.564341,48.098773
27,82,741,-90.556838,48.096008
27,82,742,-90.517075,48.099402
27,82,743,-90.510871,48.097389
27,82,744,-90.508141,48.099238
27,82,745,-90.505485,48.099644
27,82,746,-90.496148,48.098781
27,82,747,-90.495637,48.099444
27,82,748,-90.495398,48.099787
27,82,749,-90.493797,48.101318
27,82,750,-90.489873,48.099012
27,82,751,-90.487077,48.099082
27,82,752,-90.483361,48.100363
27,82,753,-90.480294,48.102099
27,82,754,-90.477635,48.105458
27,82,755,-90.471019,48.106076
27,82,756,-90.467712,48.108818
27,82,757,-90.465495,48.108659
27,82,758,-90.46321,48.107357
27,82,759,-90.452022,48.105006
27,82,760,-90.447384,48.10343
27,82,761,-90.443462,48.100575
27,82,762,-90.438449,48.098747
27,82,763,-90.410347,48.105048
27,82,764,-90.403219,48.105114
27,82,765,-90.393469,48.100359
27,82,766,-90.390162,48.100061
27,82,767,-90.386413,48.098209
27,82,768,-90.385597,48.095833
27,82,769,-90.384575,48.094599
27,82,770,-90.382258,48.093182
27,82,771,-90.374542,48.090942
27,82,772,-90.373042,48.091217
27,82,773,-90.372261,48.093639
27,82,774,-90.367658,48.094577
27,82,775,-90.353713,48.095016
27,82,776,-90.346689,48.094104
27,82,777,-90.344234,48.094447
27,82,778,-90.343484,48.095064
27,82,779,-90.342939,48.09559
27,82,780,-90.338438,48.096207
27,82,781,-90.337177,48.099771
27,82,782,-90.330052,48.102399
27,82,783,-90.31723,48.103793
27,82,784,-90.312386,48.1053
27,82,785,-90.305634,48.105117
27,82,786,-90.298099,48.102512
27,82,787,-90.293326,48.099131
27,82,788,-90.289337,48.098993
27,82,789,-90.274636,48.10326
27,82,790,-90.264986,48.103301
27,82,791,-90.25387,48.102245
