coop_id,longitude,latitude,huc6_id,SeasPrcpMedian,SeasPrcp07_11,SeasPrcp11,DailyPrcp07_11,DailyPrcp11,Drought07_11,Drought11,Aridity07_11,Aridity11,StressDD07_11,StressDD11,WarmNight07_11,WarmNight11
IA0608,-90.42,42.27,070600,23.81,0.516666666666667,0.822222222222222,0.0122950819672131,0.0109289617486339,1,1,0.236667099782021,-0.186644903400062,0.162744020451508,-0.510348884243848,0.128415300546448,0.114754098360656
IA0807,-93.8906,42.0417,071000,25.89,0.577777777777778,0.933333333333333,0.0136612021857923,0.0163934426229508,43,36,-0.306926043636132,-1.13369412432714,-0.176276866348958,-1.08229283798455,0.144808743169399,0.103825136612022
IA0923,-93.8,43.07,071000,22.88,0.594444444444444,0.844444444444444,0.00683060109289617,0,54,39,-0.262650375719399,-0.728446785970493,-0.114387797697036,-0.949538683412286,0.0915300546448087,0.087431693989071
IA1063,-91.1192,40.7808,070801,23.97,0.494444444444444,0.688888888888889,0.0109289617486339,0.0109289617486339,53,41,0.269393551502025,0.121533623106726,0.0152241660349152,-0.702879569226453,0.135245901639344,0.120218579234973
IA1233,-94.85,42.07,071000,22.36,0.588888888888889,1,0.0150273224043716,0.0273224043715847,45,34,-0.306900914406376,-1.33580756595476,-0.0668582627832605,-1.08124295278754,0.114754098360656,0.092896174863388
IA1257,-91.02,42.3,070600,24.55,0.627777777777778,0.688888888888889,0.0109289617486339,0.0109289617486339,1,1,-0.0655790879315793,-0.281966984555544,0.0326349213218739,-0.732836688834046,0.116120218579235,0.103825136612022
IA1277,-95.82,42.07,102300,22.6407,0.638888888888889,0.888888888888889,0.0136612021857923,0.0109289617486339,47,28,-0.626288775130488,-1.11918205407934,-0.140693625580861,-1.15151614174879,0.101092896174863,0.0710382513661202
IA1319,-91.58,42.03,070802,25.61,0.572222222222222,0.711111111111111,0.0136612021857923,0.0109289617486339,8,8,0.290433256396747,-0.204455222268953,0.637774253337969,-0.432767998048339,0.128415300546448,0.114754098360656
IA1402,-92.67,43.05,070802,25.33,0.544444444444444,0.377777777777778,0.00956284153005465,0.00546448087431694,11,2,-0.473926148276858,-0.357875714334247,-0.115281197446678,-0.971733489798181,0.136612021857924,0.0983606557377049
IA1442,-95.53,42.75,102300,22.7019,0.705555555555556,0.955555555555556,0.0177595628415301,0.0218579234972678,64,39,-0.376180677085072,-0.859605011025953,-0.344477686465001,-1.35396600936007,0.128415300546448,0.114754098360656
IA1533,-95.03,40.72,102400,24.63,0.516666666666667,0.977777777777778,0.0136612021857923,0.0163934426229508,25,15,-0.0731590123887498,-1.10871237566967,-0.0943115256825755,-0.681397478522642,0.136612021857924,0.14207650273224
IA1541,-93.75,42.73,071000,24.13,0.45,0.533333333333333,0.00956284153005465,0,44,30,0.182695978110231,0.118970538977972,0.310110226952378,-0.94028630385944,0.146174863387978,0.120218579234973
IA1635,-90.27,41.8,070801,22.84,0.538888888888889,0.933333333333333,0.0122950819672131,0.0218579234972678,1,1,0.116993844089972,-0.70262232404282,0.154663968739838,-0.809656559246501,0.132513661202186,0.14207650273224
IA1833,-94.75,41,102400,24.91,0.616666666666667,1,0.0177595628415301,0.0163934426229508,20,14,-0.322807200432832,-1.24700057969269,-0.222746800175153,-0.961415172102225,0.150273224043716,0.0983606557377049
IA1954,-92.1,43.38,070600,25.2,0.616666666666667,0.377777777777778,0.0150273224043716,0.00546448087431694,72,23,0.357615524313035,0.802274427088952,0.745428560199034,-0.258645951248046,0.139344262295082,0.12568306010929
IA1962,-94.3942,41.0372,102400,23.67,0.55,0.955555555555556,0.0150273224043716,0.0163934426229508,20,14,-0.397199294379575,-1.34667260028143,-0.141070271591278,-0.960899241795721,0.113387978142077,0.0819672131147541
IA2110,-91.78,43.32,070600,24,0.533333333333333,0.422222222222222,0.0109289617486339,0.00546448087431694,65,19,0.36238373613854,0.489089635321554,0.545727502751618,-0.319730760305479,0.135245901639344,0.120218579234973
IA2171,-95.33,42.03,102300,21.82,0.644444444444444,0.955555555555556,0.0177595628415301,0.0273224043715847,36,23,-0.749947089170989,-1.35546622518193,-0.187757210522524,-1.04761877198629,0.0669398907103825,0.0655737704918033
IA2203,-93.65,41.53,071000,23.7321,0.555555555555556,0.888888888888889,0.0109289617486339,0.0218579234972678,37,31,0.432205267809744,-0.20738736528382,0.657439956787267,-0.445220105070476,0.180327868852459,0.163934426229508
IA2364,-90.65,42.53,070600,23.78,0.472222222222222,0.533333333333333,0.00956284153005465,0.00546448087431694,1,1,0.0586570162512125,-0.168928988000349,0.117610868383413,-0.688049485520587,0.102459016393443,0.087431693989071
IA2573,-93.0989,42.3619,070802,25.53,0.661111111111111,0.866666666666667,0.0136612021857923,0.0109289617486339,20,17,-0.244569463819115,-0.624339980705389,-0.142600120992242,-0.873151510075575,0.110655737704918,0.103825136612022
IA2724,-94.83,43.42,071000,20.33,0.35,0.488888888888889,0.00683060109289617,0.00546448087431694,61,38,0.324666087776963,0.175776140064536,-0.0851030760098985,-1.0570503540839,0.131147540983607,0.136612021857924
IA2789,-91.95,41.03,070801,23.75,0.566666666666667,0.688888888888889,0.0122950819672131,0,56,45,-0.10132688387398,-0.592420384995984,0.00395320683132961,-0.996498265115722,0.113387978142077,0.109289617486339
IA2864,-91.8,42.83,070600,26.48,0.544444444444445,0.466666666666667,0.0136612021857923,0.00546448087431694,8,0,0.0087920554609664,-0.0891655883437193,0.248702826531215,-0.531541335135343,0.112021857923497,0.087431693989071
IA2977,-93.63,43.28,070802,23.87,0.594444444444444,0.866666666666667,0.00683060109289617,0,62,39,-0.290386132628551,-0.862326952052382,-0.0228194236690945,-1.22016270116802,0.103825136612022,0.0819672131147541
IA2999,-94.2,42.5,071000,24.7412,0.555555555555556,0.866666666666667,0.0109289617486339,0.0109289617486339,55,42,-0.524498014923848,-1.03507319411286,-0.557719581558357,-1.22303671166048,0.0969945355191257,0.0710382513661202
IA3007,-91.33,40.61,070801,24.8011,0.55,0.688888888888889,0.0136612021857923,0.00546448087431694,53,41,0.0536409177942968,-0.421797354278741,0.0090765348873483,-1.00128511178327,0.113387978142077,0.0437158469945355
IA3290,-95.77,41,102400,23.7514,0.611111111111111,0.977777777777778,0.0204918032786885,0.0218579234972678,39,20,-0.547028976970117,-1.37474847439134,-0.462268809176744,-0.998859988733494,0.0997267759562842,0.0710382513661202
IA3473,-92.73,41.72,070801,24.28,0.666666666666667,0.888888888888889,0.0136612021857923,0.0163934426229508,32,32,-0.227748443173898,-0.794431554878347,0.0735831345639209,-0.90097212092007,0.122950819672131,0.0983606557377049
IA3487,-92.78,42.37,070802,24.28,0.605555555555556,0.733333333333333,0.0163934426229508,0.0109289617486339,11,9,0.135061266037666,-0.282318183737134,0.344868588860547,-0.792463991424236,0.14344262295082,0.114754098360656
IA3509,-94.5,41.68,071000,26.23,0.65,0.955555555555556,0.0150273224043716,0.0218579234972678,34,28,-0.164256241787794,-1.09297592090917,0.0520662358817434,-1.08892239518153,0.12568306010929,0.114754098360656
IA3517,-91.1,42.78,070600,23.08,0.416666666666667,0.244444444444444,0.0109289617486339,0.00546448087431694,0,0,0.0650325316499741,0.215379362505023,0.0548944154538454,-0.592151371863417,0.117486338797814,0.114754098360656
IA3584,-93.2,42.75,070802,25.53,0.666666666666667,0.8,0.0136612021857923,0.0163934426229508,19,9,0.105172274118813,-0.0933811502195761,0.434477781765781,-0.603626704155563,0.121584699453552,0.087431693989071
IA3632,-95.32,41.65,102400,24.55,0.65,0.888888888888889,0.00956284153005465,0.0163934426229508,33,20,-0.267274244033955,-0.553555091929672,-0.143167142524932,-1.11930675064947,0.12431693989071,0.14207650273224
IA3718,-96.48,43,101702,19.0303,0.605555555555556,0.822222222222222,0.0109289617486339,0.0109289617486339,78,48,-0.0110466281354551,-0.274870405987346,0.218538755543674,-0.653451471033706,0.0778688524590164,0.0546448087431694
IA3980,-94.2,42.68,071000,22.775,0.602272727272727,0.840909090909091,0.00819672131147541,0.00546448087431694,59,42,0.071594218880432,-0.306145447512532,0.249218792179342,-0.875644443501536,0.139344262295082,0.109289617486339
IA4049,-91.82,42.48,070801,24.885,0.471590909090909,0.409090909090909,0.0122950819672131,0.00546448087431694,0,0,-0.110947679404837,-0.179914212844156,0.0716875450810367,-0.828717875094872,0.0942622950819672,0.087431693989071
IA4063,-93.55,41.37,071000,25.2119,0.583333333333333,0.911111111111111,0.0109289617486339,0.0109289617486339,37,31,-0.101282391322136,-0.721450506859246,0.212100966526649,-0.924612933611125,0.116120218579235,0.0765027322404372
IA4101,-91.53,41.65,070802,24.12,0.583333333333333,0.711111111111111,0.0150273224043716,0.0109289617486339,28,25,-0.222703229707683,-0.750515117971458,0.0763689706111962,-1.0983437484948,0.0765027322404372,0.0546448087431694
IA4142,-93.27,42.53,070802,25.2422,0.666666666666667,0.711111111111111,0.0109289617486339,0.00546448087431694,18,14,-0.467340618187598,-0.514961688247105,-0.189812263494006,-0.909760980975676,0.0969945355191257,0.0655737704918033
IA4228,-94.38,42.02,071000,23.3,0.605555555555556,0.977777777777778,0.00819672131147541,0.0109289617486339,40,34,-0.672035774021144,-1.71323670481472,-0.457691532115388,-1.27522550138835,0.0806010928961749,0.0546448087431694
IA4381,-91.37,40.38,070801,25.15,0.552325581395349,0.627906976744186,0.00956284153005465,0.00546448087431694,58,40,-0.0411895380372429,-0.143563957084765,0.020704690325115,-0.941107169074896,0.121584699453552,0.114754098360656
IA4389,-91.97,40.72,071000,24.72,0.533333333333333,0.844444444444444,0.00683060109289617,0,62,47,-0.295233774867965,-0.792902189291256,-0.266432107517401,-1.03780369694071,0.109289617486339,0.114754098360656
IA4502,-93.13,41.32,071000,25.45,0.572222222222222,0.888888888888889,0.0163934426229508,0.0273224043715847,36,31,-0.25508084658535,-0.96123056723627,0.0385276629029882,-0.927198624336388,0.12431693989071,0.092896174863388
IA4705,-90.3956,41.5697,070801,24.6101,0.605555555555556,0.822222222222222,0.0136612021857923,0.00546448087431694,6,6,-0.0491910880316618,-0.0227774260447626,-0.0186707081274422,-0.48728699627661,0.102459016393443,0.114754098360656
IA4735,-96.17,42.8,102300,20.49,0.705555555555556,0.911111111111111,0.0122950819672131,0.00546448087431694,59,38,-0.354572714621654,-0.627606120751181,-0.301243254590414,-1.00801486376659,0.0956284153005464,0.0601092896174863
IA4894,-95.8,41.63,102300,23.61,0.577777777777778,1,0.0191256830601093,0.0273224043715847,47,24,-0.309961950342055,-1.40109769051751,-0.293835857241083,-1.14393113242186,0.0901639344262295,0.0710382513661202
IA5086,-91.45,42.47,070600,25.61,0.455555555555556,0.422222222222222,0.00819672131147541,0,1,1,0.181122355793168,-0.0321077037395843,0.297895307016215,-0.687406385435869,0.117486338797814,0.087431693989071
IA5131,-90.7,42.07,070600,23.4122,0.477777777777778,0.666666666666667,0.00956284153005465,0.0163934426229508,1,1,0.140236825805293,-0.15451718269581,0.0748754558788306,-0.67633403588911,0.103825136612022,0.103825136612022
IA5198,-92.93,42.07,070802,26.54,0.638888888888889,0.844444444444444,0.0150273224043716,0.0109289617486339,29,26,-0.128291499580608,-0.574397479149864,0.0683815976116441,-0.932762806131183,0.10655737704918,0.092896174863388
IA5230,-93.2,43.15,070802,24.89,0.616666666666667,0.711111111111111,0.0122950819672131,0.00546448087431694,48,33,-0.342475108156065,-0.35530509244553,-0.156988908901436,-0.834895560975817,0.113387978142077,0.087431693989071
IA5796,-91.55,40.95,070801,24.2605,0.577777777777778,0.777777777777778,0.0150273224043716,0.0163934426229508,54,42,-0.00312669442572489,-0.358741240606618,0.100954930329599,-0.835825764425894,0.0614754098360656,0.0819672131147541
IA5837,-91.07,41.4,070801,23.72,0.666666666666667,0.844444444444444,0.0177595628415301,0.0163934426229508,38,30,-0.0879472395416125,-0.383905193484673,0.212366816020576,-0.676655992816327,0.0956284153005464,0.0655737704918033
IA5952,-92.32,43.05,070801,25.97,0.4,0.288888888888889,0.00409836065573771,0,21,6,-0.175273870874438,-0.13349139654245,-0.0263615004583813,-0.753851526920343,0.0778688524590164,0.0546448087431694
IA5992,-93.05,41.7,070801,23.8803,0.594444444444444,0.844444444444444,0.0163934426229508,0.0109289617486339,37,32,-0.0899659664718833,-0.577358643323586,0.139472541306106,-0.86681957267769,0.0887978142076503,0.0546448087431694
IA6103,-93.22,43.45,070802,24.94,0.605555555555556,0.777777777777778,0.0136612021857923,0.00546448087431694,85,36,-0.303902891552433,-0.491633292366805,-0.265367920058677,-0.750797042117233,0.117486338797814,0.092896174863388
IA6151,-95.38,41.32,102400,23.98,0.616666666666667,0.733333333333333,0.0150273224043716,0,37,16,-0.231015809268142,-0.682581352288715,0.0455556799078591,-1.02646559498809,0.109289617486339,0.0601092896174863
IA6200,-91.92,42.65,070801,23.81145,0.392045454545455,0.227272727272727,0.00819672131147541,0,0,0,0.190970303659383,0.176505161048202,0.105609695341412,-0.691499789804692,0.0887978142076503,0.0819672131147541
IA6243,-96.1,42.02,102300,22.54,0.638888888888889,0.955555555555556,0.00819672131147541,0.0218579234972678,54,28,-0.778407731561699,-1.13357145278726,-0.612718294029061,-0.529471171608141,0.064207650273224,0.0546448087431694
IA6305,-92.8,43.28,070802,24.74,0.638888888888889,0.711111111111111,0.00956284153005465,0.00546448087431694,54,26,-0.376711468659005,-0.409461332154266,0.0654768855369376,-0.85299563602235,0.0969945355191257,0.092896174863388
IA6316,-93.7502,41.0194,071000,26.6509,0.594444444444444,0.8,0.0122950819672131,0.00546448087431694,30,25,0.0551432531780571,-0.26178249304707,0.62597313328721,-0.322879152887126,0.155737704918033,0.147540983606557
IA6327,-92.65,41.32,070801,24.44,0.516666666666667,0.688888888888889,0.0122950819672131,0.0109289617486339,48,39,-0.00336225956583198,-0.248842799061793,0.147469758906622,-0.699865430992404,0.109289617486339,0.0819672131147541
IA6389,-92.4467,41.1078,070801,24.14,0.555555555555556,0.711111111111111,0.0109289617486339,0.00546448087431694,53,45,0.0652210094328158,-0.128722166683996,0.0281524458742009,-0.873343587370192,0.087431693989071,0.0819672131147541
IA6566,-94.12,41.83,071000,24.0301,0.616666666666667,0.977777777777778,0.0163934426229508,0.0273224043715847,35,28,-0.0184401112698239,-1.05321474124643,0.355688468336018,-0.76260129642934,0.131147540983607,0.0983606557377049
IA6719,-94.67,42.7,071000,22.59,0.483333333333333,0.866666666666667,0.00819672131147541,0.00546448087431694,65,44,0.0143541617121267,-0.498760435130483,-0.0857189238487329,-1.16165675138624,0.162568306010929,0.14207650273224
IA6800,-95.63,43.08,102300,22.56,0.538888888888889,0.511111111111111,0.0136612021857923,0.00546448087431694,63,39,0.158754278413016,0.0950416401479762,0.0799128337946413,-0.812420127745927,0.158469945355191,0.120218579234973
IA6940,-95.23,41,102400,24.72,0.727777777777778,0.955555555555556,0.0191256830601093,0.0109289617486339,37,16,-0.547627531280031,-1.23277769491891,-0.462221308047429,-1.10755041776708,0.131147540983607,0.0983606557377049
IA7147,-96.17,43.43,101702,20.06,0.538888888888889,0.644444444444444,0.0122950819672131,0,72,35,-0.115789529129727,-0.328604580165835,-0.372379376870548,-1.17141921624975,0.118852459016393,0.0983606557377049
IA7161,-94.62,42.4,071000,23.96,0.566666666666667,0.822222222222222,0.00819672131147541,0.00546448087431694,60,43,-0.322847864531752,-0.655611039857886,-0.146714239772291,-1.09918091350979,0.139344262295082,0.131147540983607
IA7312,-95,42.43,071000,24.4204,0.566666666666667,0.911111111111111,0.00819672131147541,0.00546448087431694,67,46,-0.404298410391664,-1.14412805897482,-0.266425667875659,-1.32508256869041,0.110655737704918,0.087431693989071
IA7594,-95.8528,43.1808,102300,21.8217,0.522222222222222,0.733333333333333,0.0136612021857923,0.0109289617486339,70,42,-0.0390852007844758,-0.45178293096655,-0.192618429949389,-1.07196343624008,0.0887978142076503,0.092896174863388
IA7613,-95.35,40.78,102400,24.59,0.622222222222222,0.977777777777778,0.0177595628415301,0.0218579234972678,33,17,-0.277247958635203,-1.22757751581809,-0.16203096328749,-0.906805520155399,0.118852459016393,0.0819672131147541
IA7664,-95.72,43.45,101702,20.56,0.511111111111111,0.533333333333333,0.00956284153005465,0,65,35,0.261618351592221,0.177275443887312,0.210954795586985,-0.677074637612758,0.139344262295082,0.136612021857924
IA7669,-95.65,40.75,102400,22.8,0.438888888888889,0.955555555555556,0.0122950819672131,0.0273224043715847,35,21,-0.131847461490621,-1.26625374263704,-0.322151099471396,-0.780784370383219,0.10792349726776,0.0491803278688525
IA7678,-92.2,41.33,070801,23.47,0.544444444444445,0.644444444444444,0.0122950819672131,0.00546448087431694,46,38,-0.0284818692633827,-0.247845558077336,-0.0167632607311758,-0.754234227797338,0.0710382513661202,0.0601092896174863
IA7708,-96.38,42.4,102300,19.14,0.594444444444444,0.844444444444444,0.0163934426229508,0.0218579234972678,56,39,-0.0837366058866749,-0.467446058712351,0.0847728274287638,-0.944108999248139,0.112021857923497,0.103825136612022
IA7726,-95.15,42.88,102300,22.93,0.605555555555556,0.933333333333333,0.00956284153005465,0.0109289617486339,70,44,-0.314957326622755,-0.862220991539731,-0.312838041587783,-1.30030344264275,0.127049180327869,0.109289617486339
IA7979,-95.18,42.63,071000,24.75,0.477777777777778,0.777777777777778,0.00683060109289617,0.00546448087431694,70,44,0.0379621375855437,-0.531184307510804,-0.245309868397079,-1.15873115514823,0.148907103825137,0.153005464480874
IA8266,-91.12,41.78,070802,24.31025,0.607954545454545,0.681818181818182,0.0163934426229508,0.0218579234972678,4,4,0.349661754910107,0.208939472606,0.494610209504904,-0.301533970536207,0.137978142076503,0.103825136612022
IA8296,-92.58,41.98,070802,24.06,0.638888888888889,0.755555555555556,0.0163934426229508,0.00546448087431694,19,19,-0.0850978451593829,-0.330542075550668,0.115069333255594,-0.908483283828522,0.0942622950819672,0.0655737704918033
IA8339,-92.25,42.82,070801,26.2722,0.472222222222222,0.511111111111111,0.0109289617486339,0.0163934426229508,0,0,0.134832657866634,0.155905843408821,0.345556846867158,-0.469072993800204,0.117486338797814,0.109289617486339
IA8568,-92,42.17,070802,24.51,0.655555555555556,0.844444444444444,0.0191256830601093,0.0163934426229508,8,8,-0.180294875098911,-0.895515068864336,0.238288237758058,-0.692314103769814,0.122950819672131,0.0710382513661202
IA8688,-91.68,41.28,070802,22.9306,0.594444444444444,0.777777777777778,0.0136612021857923,0.0163934426229508,50,42,-0.24728232855784,-0.535786311785157,-0.106210147099988,-0.925905873399367,0.0683060109289618,0.0601092896174863
IA8706,-92.4,42.55,070802,22.9627,0.544444444444445,0.644444444444444,0.0109289617486339,0.00546448087431694,0,0,0.19944992507147,-0.0868459883241651,0.344319170734125,-0.791124987587546,0.122950819672131,0.0983606557377049
IA8755,-91.48,43.27,070600,24.75,0.494444444444444,0.244444444444444,0.00956284153005465,0.00546448087431694,59,19,0.346566442979502,0.301015171122125,0.53023381413886,-0.412889742398554,0.10655737704918,0.087431693989071
IA8806,-93.8,42.47,071000,25.9,0.55,0.777777777777778,0.00956284153005465,0.00546448087431694,48,35,-0.287137067714715,-0.664150501585984,0.0671973583654279,-1.0422842060134,0.0915300546448087,0.0765027322404372
IA9067,-92.02,41.67,070802,24.13,0.577777777777778,0.688888888888889,0.0122950819672131,0.0109289617486339,28,20,-0.142507970145653,-0.232232976077797,0.0302075899599038,-0.630583440412995,0.0737704918032787,0.0655737704918033
IA9132,-94,41.33,071000,25.19,0.572222222222222,0.933333333333333,0.0150273224043716,0.0218579234972678,31,24,-0.224794221305592,-0.936195512947538,0.0669511219141528,-0.906538708716348,0.120218579234973,0.0983606557377049
IL0072,-90.7333333333,41.1833333333,070801,23.67,0.516666666666667,0.733333333333333,0.0136612021857923,0.0163934426229508,30,27,0.0954675157933143,-0.115304512230338,-0.0960363025467494,-0.660096430851259,0.109289617486339,0.14207650273224
IL0338,-88.3,41.7666666667,071200,23.25,0.661111111111111,0.933333333333333,0.00956284153005465,0.0109289617486339,11,1,-0.340364095462066,-0.939554314891333,-0.0601794094691185,-0.874803123014502,0.151639344262295,0.131147540983607
IL0356,-90.35,40.7,071300,22.76,0.661111111111111,0.822222222222222,0.0177595628415301,0.0109289617486339,43,33,0.16172170725355,0.00189574017280534,0.62799727094867,-0.297645611222642,0.147540983606557,0.147540983606557
IL0492,-90.4166666667,40,071300,20.12,0.683333333333333,0.822222222222222,0.0191256830601093,0.00546448087431694,75,41,-0.131880984681132,-0.600281267894335,0.416337067796807,-0.756100863436654,0.183060109289617,0.169398907103825
IL0510,-89.8333333333,38.5166666667,071402,22.5,0.65,0.911111111111111,0.00819672131147541,0.0109289617486339,60,8,-0.302140225777074,-1.02980097313045,-0.0123197141815315,-1.00552688316693,0.151639344262295,0.147540983606557
IL0598,-91.1,40.3333333333,071300,23.47,0.561111111111111,0.733333333333333,0.0109289617486339,0.00546448087431694,59,41,0.0642432047155823,-0.167169487484457,0.202014881080345,-0.600952550284338,0.158469945355191,0.147540983606557
IL0761,-88.9833333333,40.4833333333,071300,22.19,0.566666666666667,0.955555555555556,0.0136612021857923,0.0163934426229508,38,18,-0.16983568609312,-0.996761751348037,0.133208572787853,-0.945441516203961,0.146174863387978,0.109289617486339
IL1280,-89.8666666667,39.2833333333,071300,21.6,0.767857142857143,0.976190476190476,0.0218579234972678,0.0218579234972678,70,19,-0.665902209246762,-1.09044612135918,-0.0350216814740597,-0.810387283903183,0.110655737704918,0.092896174863388
IL1329,-87.9666666667,39.2833333333,051201,25.15,0.548387096774194,0.838709677419355,0.00956284153005465,0.0109289617486339,57,18,0.357484969226107,-0.0730228495343368,0.68725403432051,-0.0342160614526569,0.17896174863388,0.19672131147541
IL1386,-89.1166666667,38.55,071402,24.13,0.773255813953488,0.953488372093023,0.0177595628415301,0.0163934426229508,58,13,-0.24134025375516,-0.797072607632485,0.439159989330643,-0.700929555452545,0.241803278688525,0.218579234972678
IL1420,-88.2666666667,41.3833333333,071200,23.8,0.494444444444444,0.955555555555556,0.00546448087431694,0.00546448087431694,12,3,0.312113081584907,-0.463852224221178,0.361602884988866,-0.505781434014277,0.177595628415301,0.163934426229508
IL1436,-88.15,39.4666666667,051201,23.24,0.585227272727273,0.772727272727273,0.0109289617486339,0.0109289617486339,46,19,0.442581063047614,-0.0749280585605352,0.743098299716491,-0.225361575237777,0.166666666666667,0.092896174863388
IL1475,-88.7,40.7333333333,071300,21.74,0.694444444444444,0.955555555555556,0.0150273224043716,0.0163934426229508,21,10,-0.0663382355550403,-0.96512075999095,0.215462246534399,-0.746139507704225,0.120218579234973,0.0983606557377049
IL1549,-87.9333333333,41.9833333333,071200,22.37,0.516666666666667,0.777777777777778,0.0109289617486339,0.00546448087431694,8,1,0.569543297883167,0.0745930336298967,0.673964411403458,-0.607821271820042,0.133879781420765,0.092896174863388
IL1577,-87.75,41.7833333333,071200,23.73,0.683333333333333,0.888888888888889,0.0136612021857923,0.00546448087431694,10,1,-0.0832963283524125,-0.23746357502363,0.184784797121677,-0.56341846657744,0.140710382513661,0.0983606557377049
IL1627,-89.5,40.9,071300,20.995,0.710227272727273,0.954545454545455,0.0163934426229508,0.0109289617486339,16,9,-0.119574072958809,-0.605280982782289,0.444921630671656,-0.581559999481987,0.173497267759563,0.153005464480874
IL1743,-88.9666666667,40.1333333333,071300,23,0.511111111111111,0.755555555555556,0.0109289617486339,0.00546448087431694,63,29,-0.0621588496117201,-0.742877285361673,0.313061787774065,-0.879744439433429,0.166666666666667,0.092896174863388
IL2140,-87.6333333333,40.1333333333,051201,24.53,0.466666666666667,0.555555555555556,0.00819672131147541,0.0163934426229508,48,26,-0.0725329058438324,-0.661662451724854,-0.108562764856367,-1.24155680872601,0.128415300546448,0.12568306010929
IL2145,-87.5833333333,40.1,051201,24.14,0.533333333333333,0.577777777777778,0.0109289617486339,0.0163934426229508,51,27,-0.0501438668479066,-0.555755111389823,0.123147850567424,-1.09479792427523,0.159836065573771,0.163934426229508
IL2193,-88.95,39.8166666667,071300,23.12,0.527777777777778,0.6,0.00956284153005465,0.00546448087431694,74,39,-0.530599021277402,-0.0228204302905238,-0.547164361492825,-0.637219361296868,0.139344262295082,0.131147540983607
IL2687,-88.6166666667,39.1166666667,051201,22.985,0.75,0.952380952380952,0.0177595628415301,0.0163934426229508,50,13,-0.0447135132233392,-0.627317464096836,0.438141547220773,-0.395842295917465,0.139344262295082,0.169398907103825
IL2736,-88.2833333333,42.05,071200,23.96,0.522222222222222,0.755555555555556,0.00819672131147541,0,8,1,0.225933554285624,-0.263909367732116,0.258439516463306,-0.524658833527831,0.129781420765027,0.12568306010929
IL2931,-88.3166666667,38.3666666667,051201,23.24,0.661111111111111,0.711111111111111,0.0150273224043716,0.0109289617486339,69,13,-0.0525241895470597,-0.488027268170254,0.307446735098803,-0.871275472186194,0.158469945355191,0.174863387978142
IL3262,-89.6,42.2833333333,070900,24.11,0.438888888888889,0.577777777777778,0.0122950819672131,0.00546448087431694,1,1,0.282599075237052,-0.189209835389159,0.219028181286327,-0.788632020846151,0.121584699453552,0.114754098360656
IL3290,-90.15,41.8833333333,070801,20.84,0.522727272727273,0.931818181818182,0.0136612021857923,0.0273224043715847,1,1,0.225411123561631,-0.346591474203901,0.0667661980713969,-0.455751873791709,0.127049180327869,0.14207650273224
