huc6_id,huc6_name,poly_id,vert_ord,longitude,latitude,huc6_cname
040500,Southeastern Lake Michigan,68,38,-84.708641,43.290874,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,39,-84.685738,43.294136,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,40,-84.66182,43.293709,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,41,-84.641716,43.292969,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,42,-84.633675,43.290848,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,43,-84.627655,43.286983,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,44,-84.625992,43.28373,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,45,-84.623253,43.269051,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,46,-84.623512,43.265415,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,47,-84.621346,43.251671,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,48,-84.617142,43.248779,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,49,-84.609238,43.244843,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,50,-84.60553,43.243793,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,51,-84.596878,43.241646,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,52,-84.586929,43.239906,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,53,-84.565018,43.238174,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,54,-84.560593,43.238464,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,55,-84.555504,43.239181,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,56,-84.536568,43.248489,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,57,-84.523026,43.252987,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,58,-84.517998,43.2528,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,59,-84.512978,43.252605,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,60,-84.493477,43.252319,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,61,-84.47329,43.252914,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,62,-84.452568,43.252113,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,63,-84.447182,43.248264,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,64,-84.445534,43.24501,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,65,-84.445145,43.24181,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,66,-84.438614,43.227886,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,67,-84.43396,43.222698,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,68,-84.429176,43.219326,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,69,-84.413529,43.209606,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,70,-84.409401,43.205803,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,71,-84.407127,43.202526,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,72,-84.407066,43.194778,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,73,-84.407967,43.19117,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,74,-84.408318,43.177971,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,75,-84.406746,43.165157,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,76,-84.404404,43.162788,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,77,-84.402138,43.159512,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,78,-84.38932,43.145802,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,79,-84.386322,43.143864,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,80,-84.383286,43.142376,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,81,-84.378998,43.140846,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,82,-84.360603,43.134659,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,83,-84.349388,43.133305,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,84,-84.328186,43.131103,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,85,-84.324028,43.12775,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,86,-84.313606,43.115952,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,87,-84.308868,43.112122,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,88,-84.305245,43.110153,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,89,-84.294106,43.107887,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,90,-84.29306,43.105114,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,91,-84.289612,43.100876,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,92,-84.281876,43.086906,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,93,-84.281487,43.083698,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,94,-84.278206,43.068993,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,95,-84.278061,43.062611,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,96,-84.279694,43.057667,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,97,-84.290772,43.043987,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,98,-84.302269,43.033058,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,99,-84.315086,43.021271,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,100,-84.33033,43.010487,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,101,-84.333069,43.007408,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,102,-84.333275,43.004684,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,103,-84.327217,43.001713,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,104,-84.315895,43.002174,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,105,-84.30835,43.002327,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,106,-84.299034,43.001049,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,107,-84.294106,42.999943,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,108,-84.287804,43.000145,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,109,-84.27655,42.999695,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,110,-84.271782,42.996315,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,111,-84.266884,42.994759,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,112,-84.262543,42.994125,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,113,-84.257538,42.993927,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,114,-84.251144,42.995495,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,115,-84.22953,42.999176,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,116,-84.221954,42.999783,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,117,-84.216568,42.996376,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,118,-84.199829,42.98568,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,119,-84.193085,42.983585,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,120,-84.188118,42.982929,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,121,-84.168839,42.980778,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,122,-84.147133,42.977612,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,123,-84.128937,42.969578,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,124,-84.125649,42.963528,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,125,-84.120056,42.962841,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,126,-84.100197,42.960201,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,127,-84.096558,42.958683,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,128,-84.089378,42.954285,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,129,-84.084137,42.949062,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,130,-84.079743,42.941135,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,131,-84.078812,42.937,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,132,-84.079689,42.933845,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,133,-84.083984,42.918995,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,134,-84.079254,42.907413,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,135,-84.07708,42.903221,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,136,-84.065033,42.889057,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,137,-84.060494,42.875206,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,138,-84.061333,42.872509,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,139,-84.062897,42.868477,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,140,-84.070213,42.855118,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,141,-84.078148,42.841785,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,142,-84.080521,42.83551,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,143,-84.077644,42.832203,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,144,-84.07367,42.82703,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,145,-84.072014,42.82423,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,146,-84.071091,42.820091,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,147,-84.073349,42.815178,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,148,-84.083153,42.801922,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,149,-84.083405,42.798748,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,150,-84.085556,42.795196,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,151,-84.092522,42.778183,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,152,-84.096253,42.762398,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,153,-84.100685,42.745735,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,154,-84.100304,42.742535,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,155,-84.09372,42.730877,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,156,-84.090782,42.728481,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,157,-84.087845,42.726082,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,158,-84.068802,42.713905,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,159,-84.063339,42.711857,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,160,-84.056221,42.707008,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,161,-84.047821,42.70256,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,162,-84.041634,42.701843,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,163,-84.025459,42.69297,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,164,-84.018967,42.688141,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,165,-84.014931,42.683876,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,166,-84.005249,42.672089,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,167,-84.000404,42.662323,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,168,-84.000359,42.655033,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,169,-83.996681,42.638489,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,170,-83.996002,42.623436,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,171,-83.9954,42.607475,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,172,-83.994408,42.604248,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,173,-83.991043,42.599552,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,174,-83.984665,42.585625,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,175,-83.978905,42.571724,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,176,-83.972633,42.556435,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,177,-83.9692,42.552647,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,178,-83.95578,42.541149,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,179,-83.942291,42.530556,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,180,-83.926872,42.520794,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,181,-83.919891,42.514576,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,182,-83.934502,42.511105,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,183,-83.949768,42.507206,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,184,-83.954117,42.507389,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,185,-83.977013,42.501541,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,186,-83.980774,42.501244,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,187,-83.98523,42.500065,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,188,-83.99279,42.499023,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,189,-83.99688,42.502384,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,190,-83.998802,42.517487,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,191,-84.00071,42.524849,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,192,-84.00502,42.525486,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,193,-84.011238,42.525749,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,194,-84.015106,42.52409,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,195,-84.022118,42.52211,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,196,-84.029381,42.516952,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,197,-84.033875,42.515324,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,198,-84.039162,42.511452,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,199,-84.044891,42.509872,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,200,-84.048691,42.509117,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,201,-84.066986,42.506245,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,202,-84.071327,42.506424,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,203,-84.083275,42.505104,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,204,-84.088379,42.503494,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,205,-84.111565,42.501728,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,206,-84.115845,42.502815,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,207,-84.135368,42.508171,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,208,-84.154793,42.514893,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,209,-84.172875,42.514725,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,210,-84.174912,42.512531,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,211,-84.177704,42.508549,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,212,-84.177918,42.505829,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,213,-84.181618,42.490047,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,214,-84.180657,42.486366,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,215,-84.181,42.481831,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,216,-84.178391,42.467159,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,217,-84.18174,42.464115,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,218,-84.183189,42.461441,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,219,-84.191162,42.446747,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,220,-84.192955,42.439541,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,221,-84.191582,42.433113,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,222,-84.183205,42.420483,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,223,-84.17852,42.416649,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,224,-84.171082,42.416347,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,225,-84.150917,42.419609,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,226,-84.147087,42.420818,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,227,-84.143883,42.422054,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,228,-84.125992,42.428143,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,229,-84.109734,42.421097,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,230,-84.10389,42.416302,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,231,-84.101654,42.413021,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,232,-84.095375,42.397739,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,233,-84.093338,42.384003,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,234,-84.086479,42.368244,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,235,-84.081184,42.364384,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,236,-84.069931,42.357086,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,237,-84.071419,42.353962,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,238,-84.076668,42.35054,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,239,-84.095894,42.343151,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,240,-84.104332,42.338497,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,241,-84.107712,42.334999,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,242,-84.109161,42.332333,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,243,-84.112923,42.323841,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,244,-84.110802,42.319199,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,245,-84.106957,42.312672,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,246,-84.102867,42.309315,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,247,-84.091675,42.293377,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,248,-84.091889,42.290661,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,249,-84.092751,42.287514,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,250,-84.094238,42.284386,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,251,-84.096893,42.282223,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,252,-84.111633,42.268276,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,253,-84.123238,42.254654,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,254,-84.132851,42.242767,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,255,-84.141228,42.222637,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,256,-84.144493,42.220501,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,257,-84.16082,42.209801,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,258,-84.17598,42.198139,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,259,-84.193024,42.1861,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,260,-84.195671,42.183933,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,261,-84.214081,42.178322,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,262,-84.237953,42.174286,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,263,-84.257973,42.171913,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,264,-84.277985,42.16954,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,265,-84.303253,42.16328,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,266,-84.318825,42.153896,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,267,-84.322701,42.151779,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,268,-84.326744,42.147388,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,269,-84.329414,42.144768,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,270,-84.335716,42.13501,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,271,-84.337227,42.131432,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,272,-84.339966,42.127907,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,273,-84.341431,42.124779,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,274,-84.34478,42.113087,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,275,-84.343124,42.110294,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,276,-84.340164,42.108356,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,277,-84.334808,42.105412,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,278,-84.335663,42.102264,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,279,-84.337097,42.099594,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,280,-84.35334,42.089321,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,281,-84.36824,42.080364,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,282,-84.370873,42.07819,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,283,-84.374161,42.075596,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,284,-84.386124,42.072884,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,285,-84.389824,42.073029,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,286,-84.393593,42.072269,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,287,-84.399284,42.070675,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,288,-84.406952,42.067341,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,289,-84.420609,42.058323,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,290,-84.439262,42.048599,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,291,-84.44371,42.046955,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,292,-84.44693,42.045261,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,293,-84.461151,42.054001,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,294,-84.465302,42.056438,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,295,-84.47213,42.047607,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,296,-84.474144,42.036774,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,297,-84.470123,42.032524,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,298,-84.469086,42.029755,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,299,-84.465775,42.02417,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,300,-84.458542,42.01297,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,301,-84.457573,42.009296,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,302,-84.457741,41.998386,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,303,-84.455635,41.993301,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,304,-84.457848,41.988384,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,305,-84.459793,41.978458,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,306,-84.458145,41.975662,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,307,-84.45649,41.972874,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,308,-84.452087,41.956783,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,309,-84.451546,41.947212,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,310,-84.452393,41.944061,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,311,-84.453888,41.940483,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,312,-84.454575,41.930958,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,313,-84.471695,41.933445,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,314,-84.475456,41.932686,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,315,-84.479897,41.931038,Southeastern Lake Michigan
040500,Southeastern Lake Michigan,68,316,-84.483719,41.929371,Southeastern Lake Michigan
